title,attributes
Kalki 2898-AD,"blank (24), limited (1), internet (3), busan international film festival (1), international film festival of india (1), tv release (1)"
MaXXXine,"los angeles, california (1), premiere (1), early access (1), limited (2), blank (31), motelx - festival internacional de cinema de terror de lisboa (1), motelx - lisbon international horror film festival (1), internet (1), tv release (1), taipei golden horse film festival (1), hong kong international film festival (1)"
Longlegs,"beyond fest (1), blank (47), neuchâtel international fantastic film festival (1), madrid (1), valencia (1), subtitled version (2), premiere (3), lleida (1), limited (2), digital (1), dvd,4k uhd,blu-ray (1), re-release (1), internet (1)"
Twisters,"london (1), premiere (1), blank (55), early access (1), pvod (1), dvd,4k uhd,blu-ray (1), internet (1), tv release (1)"
Deadpool & Wolverine,"new york city (1), premiere (1), blank (64), internet (1), blu-ray and dvd (1), blu-ray & dvd premiere (1)"
Trap,"são paulo, são paulo, brazil (1), premiere (1), blank (39), pvod (1), internet (1), dvd,4k uhd,blu-ray (1)"
Borderlands,"los angeles (1), premiere (1), blank (41), vod (1), dvd,4k uhd,blu-ray (1), tv release (1), internet (2)"
It Ends with Us,"blank (44), limited (1), internet (1)"
Alien: Romulus,"los angeles (1), premiere (1), blank (52), edinburgh international film festival (1), fan event (1), vod (1), internet (2), dvd,4k uhd,blu-ray (1), vhs (1)"
Strange Darling,"fanatastic film fest (1), premiere (1), bucheon international fantastic film festival (1), early access (1), blank (29), limited (3), frightfest (1), fantasy filmfest (1), motelx - lisbon international horror film festival (1), sitges - catalonian international film festival (1), internet (2), 4k ultra hd (1), ramaskrik film festival (1), dvd and blu-ray (1), stockholm international film festival (1), night visions international film festival (1)"
Beetlejuice Beetlejuice,"venice film festival (1), blank (59), early access (1), spain (1), premiere (1), pvod (1), blu-ray, dvd,4k uhd (1), moma - the contenders (1), internet (1), tv release (1)"
The Substance,"cannes film festival (1), sydney international film festival (1), mediterrane film festival (1), karlovy vary international film festival (1), filmfest münchen (1), slaughter horror film festival (1), new horizons international film festival (1), way out west (1), new zealand international film festival (1), opening film (1), summer international film festival (1), norwegian international film festival haugesund (1), edinburgh international film festival (1), frightfest (1), fantasy filmfest (1), toronto international film festival (1), motelx - lisbon international horror film festival (1), cinefest sudbury international film festival (1), limited (3), premiere (2), blank (43), early access (1), antalya golden orange film festival (1), spain (1), grand lyon film festival (1), mumbai film festival (1), trieste science+fiction festival (1), internet (2), digital (1), dubbed version (1), international film festival of kerala (1), re-release (1), dvd,4k uhd,blu-ray (1)"
Transformers One,"imax fan screening (1), sydney, new south wales (1), premiere (2), blank (56), spain (1), internet (1), dvd,4k uhd (1)"
The Wild Robot,"toronto international film festival (1), blank (53), donostia-san sebastián international film festival (1), limited (1), premiere (1), french speaking region (1), bfi london film festival (1), göteborg film festival prisma (1), blu-ray release (1), dvd release (1), moma - the contenders (1), re-release (1), internet (1)"
I'm Still Here,"venice film festival (1), toronto international film festival (1), salvador, bahia (1), limited (3), san sebastián international film festival (1), hawai'i international film festival (1), zurich film festival (1), athens international film festival (1), filmekimi (1), new york film festival (1), mill valley film festival (1), bfi london film festival (1), woodstock film festival (1), são paulo international film festival (1), la roche-sur-yon international film festival (1), filmcolumbia film festival (1), philadelphia international film festival (1), rio film festival (1), montclair film festival (1), viennale film festival (1), chicago international film festival (1), afi fest (1), austin film festival (1), miami film festival gems (1), blank (43), tallinn black nights film festival (1), leeds international film festival (1), moma - the contenders (1), marrakech international film festival (1), international film festival of kerala (1), palm springs international film festival (1), french speaking region (1), los angeles, california (1), new york city (1), chicago (1), san francisco (1), washington, d.c. (1), italian speaking region (1), international film festival rotterdam (1), iffr in groningen (1), german speaking region (1), singapore film society showcase (1), red lorry film festival (1), hong kong international film festival (1), beijing international film festival (1), jeonju international film festival (1)"
Mufasa: The Lion King,"blank (53), limited (1), fan event (1), internet (4), event (1), dolby cinema (1), vod (1), dvd,4k uhd,blu-ray (1)"
Sonic the Hedgehog 3,"london (1), premiere (1), blank (56), internet (2)"
The Brutalist,"venice film festival (1), toronto international film festival (1), new york film festival (1), beyond fest (1), athens film festival (1), middleburg film festival (1), valladolid international film festival (1), philadelphia international film festival (1), são paulo international film festival (1), viennale film festival (1), chicago international film festival (1), adelaide film festival (1), austin film festival (1), budapest international film festival (1), scad savannah film festival (1), miami film festival gems (1), american film festival (1), tallinn black nights film festival (1), leffest - lisboa film festival (1), denver film festival (1), kinomania (1), cork international film festival (1), taipei golden horse film festival (1), camerimage international film festival (1), moma - the contenders (1), early access (1), imax (2), limited (3), haifa film festival (1), tromsø international film festival (1), barcelona (1), zaragoza (1), 70 mm. (1), blank (48), angers premiers plans film festival (1), göteborg film festival (1), german speaking region (1), international film festival rotterdam (1), french speaking region (1), italian speaking region (1), zagreb, croatia (1), premiere (1), digital (1), tv release (2), 4k uhd (1), blu-ray (1), internet (1)"
